PMID	chemical	trigger	target	context_sentence
29782848	TFE3	decrease	lysosome biogenesis and autophagy	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	Tfeb Liver tissues	decrease	lysosome biogenesis and autophagy	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	ethanol	decrease	lysosome biogenesis and autophagy	We performed studies with GFP-LC3 mice, mice with liver-specific deletion of TFEB, mice with disruption of the transcription factor E3 gene (TFE3-knockout mice), mice with disruption of the Tefb and Tfe3 genes (TFEB and TFE3 double-knockout mice), and Tfeb Liver tissues from mice on the ethanol diet had lower levels of total and nuclear TFEB compared with control mice, and hepatocytes had decreased lysosome biogenesis and autophagy.
29782848	Hepatocytes	increase	translocation of mTOR into lysosomes	Hepatocytes from mice on the ethanol diet had increased translocation of mTOR into lysosomes, resulting in increased mTOR activation.
29782848	ethanol	increase	translocation of mTOR into lysosomes	Hepatocytes from mice on the ethanol diet had increased translocation of mTOR into lysosomes, resulting in increased mTOR activation.
29782848	torin-1	increase	liver levels of TFEB	Administration of torin-1 increased liver levels of TFEB and decreased steatosis and liver injury induced by ethanol.
29782848	torin-1	decrease	steatosis and liver injury induced by ethanol	Administration of torin-1 increased liver levels of TFEB and decreased steatosis and liver injury induced by ethanol.
29782848	TFEB	develop	less severe ethanol-induced liver injury	Mice that overexpressed TFEB in the liver developed less severe ethanol-induced liver injury and had increased lysosomal biogenesis and mitochondrial bioenergetics compared with mice carrying a control vector.
29782848	TFEB	increase	lysosomal biogenesis and mitochondrial bioenergetics	Mice that overexpressed TFEB in the liver developed less severe ethanol-induced liver injury and had increased lysosomal biogenesis and mitochondrial bioenergetics compared with mice carrying a control vector.
29782848	TFEB	develop	more severe liver injury	Mice with knockdown of TFEB and TFEB-TFE3 double-knockout mice developed more severe liver injury in response to the ethanol diet than control mice.
29782848	TFEB-TFE3	develop	more severe liver injury	Mice with knockdown of TFEB and TFEB-TFE3 double-knockout mice developed more severe liver injury in response to the ethanol diet than control mice.
29782848	Liver tissues	have	 lower nuclear levels of TFEB than control tissues	Liver tissues from patients with alcohol-induced hepatitis had lower nuclear levels of TFEB than control tissues.
29782848	ethanol	decrease	hepatic expression of TFEB, which is required for lysosomal biogenesis and autophagy	We found that ethanol feeding plus an acute binge decreased hepatic expression of TFEB, which is required for lysosomal biogenesis and autophagy.
29782848	mTOR	protect	the liver	Strategies to block mTOR activity or increase levels of TFEB might be developed to protect the liver from ethanol-induced damage.
29782848	TFEB	protect	the liver	Strategies to block mTOR activity or increase levels of TFEB might be developed to protect the liver from ethanol-induced damage.
29934713	Lipin-1	perform	dual function	Lipin-1 performs dual function during lipid metabolism, i.e., it functions as a transcriptional coactivator and as a phosphatidate phosphatase during triglyceride biosynthesis.
29934713	exendin-4	prevent	endoplasmic reticulum (ER) stress-induced hepatic steatosis	We investigated whether exendin-4 prevented endoplasmic reticulum (ER) stress-induced hepatic steatosis and whether the protective effects of exendin-4 were associated with lipin-1 signaling.
29934713	Exendin-4	decrease	the expression of ER stress markers	Exendin-4 decreased the expression of ER stress markers phosphorylated PKR like ER kinase (PERK), phosphorylated inositol-requiring enzyme 1 alpha (IRE1α), and glucose-regulated protein 78 kDa (GRP78) proteins and spliced X-box binding protein 1 (XBP-1s) mRNA and increased the expression of genes encoding lipolytic enzymes hormone-sensitive lipase (HSL) and monoacylglycerol lipase (MGL) and VLDL assembly-associated proteins microsomal triglyceride transfer protein (MTP) and apolipoprotein B (APOB) in tunicamycin-pretreated cells.
29934713	Exendin-4	decrease	glucose-regulated protein 78 kDa (GRP78) proteins and spliced X-box binding protein 1 (XBP-1s) mRNA	Exendin-4 decreased the expression of ER stress markers phosphorylated PKR like ER kinase (PERK), phosphorylated inositol-requiring enzyme 1 alpha (IRE1α), and glucose-regulated protein 78 kDa (GRP78) proteins and spliced X-box binding protein 1 (XBP-1s) mRNA and increased the expression of genes encoding lipolytic enzymes hormone-sensitive lipase (HSL) and monoacylglycerol lipase (MGL) and VLDL assembly-associated proteins microsomal triglyceride transfer protein (MTP) and apolipoprotein B (APOB) in tunicamycin-pretreated cells.
29934713	Exendin-4	phosphorylate	PKR like ER kinase (PERK), phosphorylated inositol-requiring enzyme 1 alpha (IRE1α)	Exendin-4 decreased the expression of ER stress markers phosphorylated PKR like ER kinase (PERK), phosphorylated inositol-requiring enzyme 1 alpha (IRE1α), and glucose-regulated protein 78 kDa (GRP78) proteins and spliced X-box binding protein 1 (XBP-1s) mRNA and increased the expression of genes encoding lipolytic enzymes hormone-sensitive lipase (HSL) and monoacylglycerol lipase (MGL) and VLDL assembly-associated proteins microsomal triglyceride transfer protein (MTP) and apolipoprotein B (APOB) in tunicamycin-pretreated cells.
29934713	Exendin-4	increase	the expression of genes encoding lipolytic enzymes hormone-sensitive lipase (HSL) and monoacylglycerol lipase (MGL) and VLDL assembly-associated proteins microsomal triglyceride transfer protein (MTP) and apolipoprotein B (APOB) in tunicamycin-pretreated cells	Exendin-4 decreased the expression of ER stress markers phosphorylated PKR like ER kinase (PERK), phosphorylated inositol-requiring enzyme 1 alpha (IRE1α), and glucose-regulated protein 78 kDa (GRP78) proteins and spliced X-box binding protein 1 (XBP-1s) mRNA and increased the expression of genes encoding lipolytic enzymes hormone-sensitive lipase (HSL) and monoacylglycerol lipase (MGL) and VLDL assembly-associated proteins microsomal triglyceride transfer protein (MTP) and apolipoprotein B (APOB) in tunicamycin-pretreated cells.
29934713	exendin-4	decrease	lipin-1β/α ratio	Moreover, exendin-4 significantly decreased lipin-1β/α ratio by increasing SFRP10 and increased lipin-1 nuclear localization.
29934713	exendin-4	increase	SFRP10	Moreover, exendin-4 significantly decreased lipin-1β/α ratio by increasing SFRP10 and increased lipin-1 nuclear localization.
29934713	exendin-4	increase	lipin-1 nuclear localization	Moreover, exendin-4 significantly decreased lipin-1β/α ratio by increasing SFRP10 and increased lipin-1 nuclear localization.
29934713	exendin-4	improve	ER stress-induced hepatic lipid accumulation	These data suggest that exendin-4 improves ER stress-induced hepatic lipid accumulation by increasing lipolysis and VLDL assembly, which is partially mediated by the regulation of lipin-1 signaling.
29934713	exendin-4	increase	lipolysis and VLDL assembly	These data suggest that exendin-4 improves ER stress-induced hepatic lipid accumulation by increasing lipolysis and VLDL assembly, which is partially mediated by the regulation of lipin-1 signaling.
30138652	Nanoparticle	promote	hepatic steatosis	Nanoparticle (NP) exposure might promote hepatic steatosis, but relatively few studies investigated the influence of multi-walled carbon nanotubes (MWCNTs) on lipid accumulation in hepatocytes in vitro.
30138652	Nanoparticle	investigate	the influence of multi-walled carbon nanotubes (MWCNTs) on lipid accumulation in hepatocytes	Nanoparticle (NP) exposure might promote hepatic steatosis, but relatively few studies investigated the influence of multi-walled carbon nanotubes (MWCNTs) on lipid accumulation in hepatocytes in vitro.
30138652	MWCNTs	accompany	cytotoxicity, lysosomal destabilization, and intracellular reactive oxygen species (ROS) production	Pristine (XFM19) and carboxylated MWCNTs (XFM21) were internalized, accompanying cytotoxicity, lysosomal destabilization, and intracellular reactive oxygen species (ROS) production.
30138652	carboxylated MWCNTs	accompany	cytotoxicity, lysosomal destabilization, and intracellular reactive oxygen species (ROS) production	Pristine (XFM19) and carboxylated MWCNTs (XFM21) were internalized, accompanying cytotoxicity, lysosomal destabilization, and intracellular reactive oxygen species (ROS) production.
30214048	JMJD2B	stimulate	the expression of peroxisome proliferator-activated receptor γ2 (PPARγ2) and its steatosis target genes associated with fatty acid uptake and lipid droplet formation	Overexpression of JMJD2B using adenovirus in HepG2 cells stimulated the expression of peroxisome proliferator-activated receptor γ2 (PPARγ2) and its steatosis target genes associated with fatty acid uptake and lipid droplet formation, resulting in increased intracellular triglyceride (TG) accumulation.
30214048	HepG2 cells	stimulate	the expression of peroxisome proliferator-activated receptor γ2 (PPARγ2) and its steatosis target genes associated with fatty acid uptake and lipid droplet formation	Overexpression of JMJD2B using adenovirus in HepG2 cells stimulated the expression of peroxisome proliferator-activated receptor γ2 (PPARγ2) and its steatosis target genes associated with fatty acid uptake and lipid droplet formation, resulting in increased intracellular triglyceride (TG) accumulation.
30214048	JMJD2B	feed	a HFD, which was accompanied with increased expression of hepatic PPARγ2 and its steatosis target genes	Furthermore, exogeneous expression of JMJD2B using adenovirus in mice resulted in hepatic steatosis when fed a HFD, which was accompanied with increased expression of hepatic PPARγ2 and its steatosis target genes.
30248338	hepatocyte VDR	set	steatosis	However, how hepatocyte VDR is involved in setting up steatosis remains unclear.
30248338	ANGPTL8	attenuate	free fatty acids-induced triglyceride accumulation in these cells	Additionally, free fatty acids and insulin were able to up-regulate both VDR and ANGPTL8 mRNA in human hepatocytes, whereas ANGPTL8 gene knockdown attenuated free fatty acids-induced triglyceride accumulation in these cells.
30248338	fatty acids	up-regulate	both VDR and ANGPTL8 mRNA	Additionally, free fatty acids and insulin were able to up-regulate both VDR and ANGPTL8 mRNA in human hepatocytes, whereas ANGPTL8 gene knockdown attenuated free fatty acids-induced triglyceride accumulation in these cells.
30248338	insulin	up-regulate	both VDR and ANGPTL8 mRNA	Additionally, free fatty acids and insulin were able to up-regulate both VDR and ANGPTL8 mRNA in human hepatocytes, whereas ANGPTL8 gene knockdown attenuated free fatty acids-induced triglyceride accumulation in these cells.
30248338	VDR	up-regulate	ANGPTL8 expression	In conclusion, activated VDR up-regulates ANGPTL8 expression, contributing to triglyceride accumulation in human hepatocytes.
30248338	hepatic ANGPTL8	play	a key role	Moreover, hepatic ANGPTL8 mRNA positively correlates with VDR mRNA content and the grade of steatosis in NAFL patients, suggesting that this novel pathway may play a key role in the pathogenesis of hepatosteatosis.
30452912	Doxorubicin	disturb	the lipid metabolism	Doxorubicin would disturb the lipid metabolism both in adipose and liver.
30452912	doxorubicin	impede	lipogenesis and elevated lipolysis	Here we projected that doxorubicin would impede lipogenesis and elevated lipolysis in adipose tissue would elevate the circulatory lipid profile and leads to insulin resistance.
30452912	Doxorubicin	impair	the lipogenesis through PPARγ	Doxorubicin impairs the lipogenesis through PPARγ and augments lipolysis and fatty acid oxidation through ATGL and PPARα in adipose tissue.
30452912	Doxorubicin	augment	lipolysis and fatty acid oxidation through ATGL and PPARα	Doxorubicin impairs the lipogenesis through PPARγ and augments lipolysis and fatty acid oxidation through ATGL and PPARα in adipose tissue.
30452912	Apo B	develop	insulin resistance and hepatic steatosis condition	Increased fatty acid level by adipose tissue in circulation would translocate into the liver and dysregulates AHR, PXR, PPARγ, ATGL and Apo B,which further develop insulin resistance and hepatic steatosis condition.
30452912	fatty acid	dysregulate	AHR, PXR, PPARγ, ATGL and Apo B,which further develop insulin resistance and hepatic steatosis condition	Increased fatty acid level by adipose tissue in circulation would translocate into the liver and dysregulates AHR, PXR, PPARγ, ATGL and Apo B,which further develop insulin resistance and hepatic steatosis condition.
30452912	adipose tissue	dysregulate	AHR, PXR, PPARγ, ATGL and Apo B,which further develop insulin resistance and hepatic steatosis condition	Increased fatty acid level by adipose tissue in circulation would translocate into the liver and dysregulates AHR, PXR, PPARγ, ATGL and Apo B,which further develop insulin resistance and hepatic steatosis condition.
30557836	Dipeptidyl peptidase-4	exert	beneficial effects against insulin resistance (IR) and type 2 diabetes	Dipeptidyl peptidase-4 (DPP-4) inhibition has been shown to exert beneficial effects against insulin resistance (IR) and type 2 diabetes.
30557836	DPP-4	ameliorate	COC-induced glucose dysregulation and hepatic triglyceride (TG) accumulation through adenosine deaminase (ADA) /xanthine oxidase (XO) /uric acid-dependent pathway	We therefore, hypothesized that DPP-4 inhibition ameliorates COC-induced glucose dysregulation and hepatic triglyceride (TG) accumulation through adenosine deaminase (ADA) /xanthine oxidase (XO) /uric acid-dependent pathway.
30557836	COC	result	in increased plasma and hepatic TG, TG/HDL-cholesterol ratio, malondialdehyde, uric acid (plasma; 25.2 ± 0.6 mg/dl; hepatic 128.9 ± 8.0 mg/100 mg tissue), lactate dehydrogenase, DPP-4, ADA and XO (plasma;10.5 ± 1.1 U/L; hepatic 21.2 ± 1.4 U/g protein) activities	COC treatment also resulted in increased plasma and hepatic TG, TG/HDL-cholesterol ratio, malondialdehyde, uric acid (plasma; 25.2 ± 0.6 mg/dl; hepatic 128.9 ± 8.0 mg/100 mg tissue), lactate dehydrogenase, DPP-4, ADA and XO (plasma;10.5 ± 1.1 U/L; hepatic 21.2 ± 1.4 U/g protein) activities.
30557836	DPP-4	ameliorate	these alterations induced by COC treatment through suppression of uric acid (plasma; 15.1 ± 1.0 mg/dl, hepatic; 75.6 ± 5.0 mg/100 mg tissue), XO (plasma;	However, DPP-4 inhibition significantly ameliorated these alterations induced by COC treatment through suppression of uric acid (plasma; 15.1 ± 1.0 mg/dl, hepatic; 75.6 ± 5.0 mg/100 mg tissue), XO (plasma; 4.1 ± 0.9 U/L, hepatic; 8.7 ± 0.4 U/g protein), ADA and DPP-4 activities suggesting their involvement in glucose dysregulation and hepatic TG accumulation induced by COC treatment.
30557836	DPP-4	ameliorate	4.1 ± 0.9 U/L, hepatic; 8.7 ± 0.4 U/g protein), ADA and DPP-4 activities suggesting their involvement in glucose dysregulation and hepatic TG accumulation induced by COC treatment	However, DPP-4 inhibition significantly ameliorated these alterations induced by COC treatment through suppression of uric acid (plasma; 15.1 ± 1.0 mg/dl, hepatic; 75.6 ± 5.0 mg/100 mg tissue), XO (plasma; 4.1 ± 0.9 U/L, hepatic; 8.7 ± 0.4 U/g protein), ADA and DPP-4 activities suggesting their involvement in glucose dysregulation and hepatic TG accumulation induced by COC treatment.
30562559	p70 ribosomal protein subunit 6 kinase 1	improve	hepatic steatosis	Administration of adenovirus-mediated p70 ribosomal protein subunit 6 kinase 1 (Ad-S6K1) from tail vein improved hepatic steatosis.
30677459	cell	study	the impact of efavirenz on PXR activities and lipid homeostasis	Cell-based reporter assays, primary cell culture, and multiple mouse models including conditional knockout and humanized mice were combined to study the impact of efavirenz on PXR activities and lipid homeostasis in vitro and in vivo.
30677459	efavirenz	activate	PXR	We found that efavirenz is a potent PXR-selective agonist that can efficiently activate PXR and induce its target gene expression in vitro and in vivo.
30677459	efavirenz	induce	its target gene expression	We found that efavirenz is a potent PXR-selective agonist that can efficiently activate PXR and induce its target gene expression in vitro and in vivo.
30677459	hepatic PXR	abolish	these adverse effects	Treatment with efavirenz-induced hypercholesterolemia and hepatic steatosis in mice but deficiency of hepatic PXR abolished these adverse effects.
30677459	PXR	regulate	the expression of several key hepatic lipogenic genes including fatty acid transporter CD36 and cholesterol biosynthesis enzyme squalene epoxidase (SQLE)	Interestingly, efavirenz-mediated PXR activation regulated the expression of several key hepatic lipogenic genes including fatty acid transporter CD36 and cholesterol biosynthesis enzyme squalene epoxidase (SQLE), leading to increased lipid uptake and cholesterol biosynthesis in hepatic cells.
30677459	PXR	exhibit	considerable differences in its pharmacology across species	Since PXR exhibits considerable differences in its pharmacology across species, we also confirmed these findings in PXR-humanized mice and human primary hepatocytes.
30677459	efavirenz	induce	hypercholesterolemia and hepatic steatosis	The widely prescribed antiretroviral drug efavirenz induces hypercholesterolemia and hepatic steatosis by activating PXR signaling.
30677459	efavirenz	activate	PXR signaling	The widely prescribed antiretroviral drug efavirenz induces hypercholesterolemia and hepatic steatosis by activating PXR signaling.
30677459	efavirenz	activate	a unique liver protein called PXR which mediates the adverse effects of efavirenz on lipid levels in mouse models	Here we show that efavirenz can activate a unique liver protein called PXR which mediates the adverse effects of efavirenz on lipid levels in mouse models.
30677459	PXR	mediate	the adverse effects of efavirenz on lipid levels in mouse models	Here we show that efavirenz can activate a unique liver protein called PXR which mediates the adverse effects of efavirenz on lipid levels in mouse models.
30824780	Cell	add	3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyl tetrazolium bromide (MTT)	Cell viability was assessed by adding 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyl tetrazolium bromide (MTT).
30824780	Silybin	ameliorate	the harmful BPA-induced effect decreasing glucose uptake and lipid peroxidation	Silybin ameliorates the harmful BPA-induced effect decreasing glucose uptake and lipid peroxidation.
30824780	silybin	activate	the synthesis of vitamin D3 metabolites	Moreover silybin activates the synthesis of vitamin D3 metabolites and prevent the steroid hormones oxidation.
30824780	silybin	prevent	the steroid hormones oxidation	Moreover silybin activates the synthesis of vitamin D3 metabolites and prevent the steroid hormones oxidation.
30880507	Metformin	inhibit	gluconeogenesis and glycogenolysis in hepatocytes	Metformin is an oral hypoglycemic medication which inhibits gluconeogenesis and glycogenolysis in hepatocytes and limits lipid storage in the liver through the inhibition of free fatty acid formation via induction of activated protein kinase activity (AMPK).
30880507	Metformin	limit	lipid storage in the liver	Metformin is an oral hypoglycemic medication which inhibits gluconeogenesis and glycogenolysis in hepatocytes and limits lipid storage in the liver through the inhibition of free fatty acid formation via induction of activated protein kinase activity (AMPK).
30880507	endocannabinoids	modulate	hepatosteatosis	Both endocannabinoids and metformin may modulate hepatosteatosis; therefore, it was interesting to examine whether metformin may affect lipid accumulation in hepatocytes by acting on cannabinoid receptors, CB1 and CB2, in in vitro study.
30880507	metformin	modulate	hepatosteatosis	Both endocannabinoids and metformin may modulate hepatosteatosis; therefore, it was interesting to examine whether metformin may affect lipid accumulation in hepatocytes by acting on cannabinoid receptors, CB1 and CB2, in in vitro study.
30880507	metformin	affect	lipid accumulation in hepatocytes	Both endocannabinoids and metformin may modulate hepatosteatosis; therefore, it was interesting to examine whether metformin may affect lipid accumulation in hepatocytes by acting on cannabinoid receptors, CB1 and CB2, in in vitro study.
30880507	intracellular lipids	use	Oil-Red-O staining	The quantity of intracellular lipids was assessed using Oil-Red-O staining.
30880507	AM1241	treat	Hep3B cells	Selective CB1R agonist, arachidonyl-2-chloromethylamide (ACEA), and CB2R agonist, AM1241 (2-iodo-5-nitrophenyl)-[1-(methylpiperidin-2-ylmethyl)-1 H-indol-3-yl]methanone, were also used to treat Hep3B cells.
30880507	H-indol-3-yl]methanone	treat	Hep3B cells	Selective CB1R agonist, arachidonyl-2-chloromethylamide (ACEA), and CB2R agonist, AM1241 (2-iodo-5-nitrophenyl)-[1-(methylpiperidin-2-ylmethyl)-1 H-indol-3-yl]methanone, were also used to treat Hep3B cells.
30880507	Met	decrease	lipid accumulation in cells treated with OA	In the study, Met decreased lipid accumulation in cells treated with OA and inhibited CB1R agonist-induced lipid accumulation in hepatocytes.
30880507	Met	inhibit	CB1R agonist-induced lipid accumulation in hepatocytes	In the study, Met decreased lipid accumulation in cells treated with OA and inhibited CB1R agonist-induced lipid accumulation in hepatocytes.
30880507	metformin	inhibit	CB1R agonist-stimulated fat accumulation in hepatocytes	The results indicate that metformin may interact with endocannabinoid system in the liver by inhibiting CB1R agonist-stimulated fat accumulation in hepatocytes.
31026768	Vinyl chloride	cause	steatohepatitis	Vinyl chloride (VC), an abundant environmental contaminant causes steatohepatitis at high levels, but is considered safe at lower (i.e., sub-OSHA) levels.
31026768	Mitochondrial	play	key roles	Mitochondrial oxidative injury and subsequent metabolic dysfunction appeared to play key roles in mediating this interaction.
31026768	Mitochondrial	mediate	this interaction	Mitochondrial oxidative injury and subsequent metabolic dysfunction appeared to play key roles in mediating this interaction.
31026768	low-dose	cause	liver injury	As observed previously, low-dose VC did not cause liver injury in control mice; while liver injury caused by HFD was enhanced by VC.
31026768	VC	decrease	hepatic ALDH2 activity of mice	VC decreased hepatic ALDH2 activity of mice fed HFD.
31026768	VC	feed	HFD	VC decreased hepatic ALDH2 activity of mice fed HFD.
31026768	Alda-1	attenuate	oxidative stress, liver injury, and dysmetabolism in mice exposed to HFD+VC under these conditions	Alda-1 attenuated oxidative stress, liver injury, and dysmetabolism in mice exposed to HFD+VC under these conditions.
31026768	Alda-1	suppress	PINK1/PARKIN-mediated mitophagy	Here, Alda-1 suppressed PINK1/PARKIN-mediated mitophagy.
31026768	ALDH2	confer	protection against liver damage under these conditions	The ALDH2 activator Alda-1 conferred protection against liver damage under these conditions, most likely via increasing clearance of aldehydes and preserving mitochondrial respiratory function.
31026768	Alda-1	confer	protection against liver damage under these conditions	The ALDH2 activator Alda-1 conferred protection against liver damage under these conditions, most likely via increasing clearance of aldehydes and preserving mitochondrial respiratory function.
31053639	dexamethasone	induce	the rate of hepatic	Using a stable isotope-labeling technique, we found that dexamethasone treatment induced the rate of hepatic
31151157	Thioacetamide	induce	lipid accumulation in the liver	Thioacetamide (TAA) is known to induce lipid accumulation in the liver.
31330194	dexamethasone	induce	steatosis	Meanwhile, dexamethasone induced steatosis could be ameliorated by silencing ENST00000608794 or expressing miR-15b-5p.
31463983	vitamin D	establish	an animal model of vitamin D deficiency	Mice were fed with vitamin D deficient diet, in which vitamin D was depleted for 12 weeks to establish an animal model of vitamin D deficiency.
31463983	vitamin D	induce	hepatic lipid accumulation	Results show that feeding mice with vitamin D deficient diet did not induce hepatic lipid accumulation.
31463983	vitamin D	reduce	alcohol-induced triacylglycerol (TAG) content	In contrast, vitamin D deficiency markedly reduced alcohol-induced triacylglycerol (TAG) content and prevented hepatic lipid accumulation.
31463983	vitamin D deficiency	reduce	alcohol-induced triacylglycerol (TAG) content	In contrast, vitamin D deficiency markedly reduced alcohol-induced triacylglycerol (TAG) content and prevented hepatic lipid accumulation.
31463983	vitamin D	prevent	hepatic lipid accumulation	In contrast, vitamin D deficiency markedly reduced alcohol-induced triacylglycerol (TAG) content and prevented hepatic lipid accumulation.
31463983	vitamin D deficiency	prevent	hepatic lipid accumulation	In contrast, vitamin D deficiency markedly reduced alcohol-induced triacylglycerol (TAG) content and prevented hepatic lipid accumulation.
31463983	vitamin D	attenuate	alcohol-induced sterol-regulated element-binding protein (SREBP)-1c activation, which regulates genes for hepatic fatty acid (FA) and TAG synthesis	Moreover, vitamin D deficiency significantly attenuated alcohol-induced sterol-regulated element-binding protein (SREBP)-1c activation, which regulates genes for hepatic fatty acid (FA) and TAG synthesis, and the expression of its target genes fatty acid synthase (Fasn) and acetyl-coenzyme- A carboxylase (Acc).
31463983	vitamin D	attenuate	the expression of its target genes fatty acid synthase (Fasn) and acetyl-coenzyme- A carboxylase (Acc)	Moreover, vitamin D deficiency significantly attenuated alcohol-induced sterol-regulated element-binding protein (SREBP)-1c activation, which regulates genes for hepatic fatty acid (FA) and TAG synthesis, and the expression of its target genes fatty acid synthase (Fasn) and acetyl-coenzyme- A carboxylase (Acc).
31463983	sterol-regulated element-binding protein (SREBP)-1c	regulate	genes for hepatic fatty acid (FA) and TAG synthesis	Moreover, vitamin D deficiency significantly attenuated alcohol-induced sterol-regulated element-binding protein (SREBP)-1c activation, which regulates genes for hepatic fatty acid (FA) and TAG synthesis, and the expression of its target genes fatty acid synthase (Fasn) and acetyl-coenzyme- A carboxylase (Acc).
31463983	vitamin D	alleviate	alcohol-induced downregulation of hepatic nuclear peroxisome proliferator-activated receptor (PPAR)α, which governs FA transport and β-oxidation	In addition, vitamin D deficiency alleviated alcohol-induced downregulation of hepatic nuclear peroxisome proliferator-activated receptor (PPAR)α, which governs FA transport and β-oxidation, and the expression of Carnitine palmitoyltransferase (Cpt)-1α, cytochrome P450, family 4, subfamily a, polypeptide (Cyp4a)10, and Cyp4a14, which are key enzymes for hepatic fatty acids β-oxidation and ω-oxidation.
31463983	hepatic nuclear peroxisome proliferator-activated receptor	govern	FA transport and β-oxidation	In addition, vitamin D deficiency alleviated alcohol-induced downregulation of hepatic nuclear peroxisome proliferator-activated receptor (PPAR)α, which governs FA transport and β-oxidation, and the expression of Carnitine palmitoyltransferase (Cpt)-1α, cytochrome P450, family 4, subfamily a, polypeptide (Cyp4a)10, and Cyp4a14, which are key enzymes for hepatic fatty acids β-oxidation and ω-oxidation.
31463983	Vitamin D	alleviate	acute alcohol-induced hepatic lipid accumulation	Vitamin D deficiency alleviates acute alcohol-induced hepatic lipid accumulation through inhibiting hepatic de novo fatty acid syntheses and promoting fatty acid β-oxidation and ω-oxidation.
31463983	Vitamin D	inhibit	hepatic de novo fatty acid syntheses	Vitamin D deficiency alleviates acute alcohol-induced hepatic lipid accumulation through inhibiting hepatic de novo fatty acid syntheses and promoting fatty acid β-oxidation and ω-oxidation.
31463983	Vitamin D	promote	fatty acid β-oxidation and ω-oxidation	Vitamin D deficiency alleviates acute alcohol-induced hepatic lipid accumulation through inhibiting hepatic de novo fatty acid syntheses and promoting fatty acid β-oxidation and ω-oxidation.
31470036	Bisphenol A	increase	cholesterol levels	Bisphenol A (BPA), a major plasticizers that are commonly used for lining of beverage or food-storage containers, has been shown to increase cholesterol levels with molecular mechanism not clear.
31470036	BPA	increase	cholesterol levels	Bisphenol A (BPA), a major plasticizers that are commonly used for lining of beverage or food-storage containers, has been shown to increase cholesterol levels with molecular mechanism not clear.
31470036	plasticizers	increase	cholesterol levels	Bisphenol A (BPA), a major plasticizers that are commonly used for lining of beverage or food-storage containers, has been shown to increase cholesterol levels with molecular mechanism not clear.
31470036	BPA	increase	hepatic cholesterol content	Exposure to low doses (50 and 500 μg/kg/day) of BPA increased hepatic cholesterol content and the expression levels of hepatic 3-hydroxy-3-methylglutaryl coenzyme A reductase (HMGCR) and sterol regulatory element binding proteins-2 (SREBP-2).
31470036	BPA	decrease	the DNA methylation levels of SREBP-2	DNA methylation analysis further showed that mice exposed to low-dose BPA decreased the DNA methylation levels of SREBP-2.
31470036	DNA	decrease	the DNA methylation levels of SREBP-2	DNA methylation analysis further showed that mice exposed to low-dose BPA decreased the DNA methylation levels of SREBP-2.
31470036	BPA	increase	the expression levels of SREBP-1c and stearoyl-CoA desaturase 1 in the liver	Moreover, low doses of BPA exposure increased the expression levels of SREBP-1c and stearoyl-CoA desaturase 1 in the liver, and induced hepatic lipid synthesis and fat accumulation.
31470036	BPA	induce	hepatic lipid synthesis and fat accumulation	Moreover, low doses of BPA exposure increased the expression levels of SREBP-1c and stearoyl-CoA desaturase 1 in the liver, and induced hepatic lipid synthesis and fat accumulation.
31470036	low-dose	induce	hepatic cholesterol synthesis	Our results suggest that low-dose BPA exposure could induce hepatic cholesterol synthesis through decreasing the DNA methylation levels of SREBP-2 and subsequently up-regulating the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation and further induces liver lipid synthesis and hepatic steatosis.
31470036	BPA	induce	hepatic cholesterol synthesis	Our results suggest that low-dose BPA exposure could induce hepatic cholesterol synthesis through decreasing the DNA methylation levels of SREBP-2 and subsequently up-regulating the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation and further induces liver lipid synthesis and hepatic steatosis.
31470036	cholesterol	cause	cholesterol accumulation	Our results suggest that low-dose BPA exposure could induce hepatic cholesterol synthesis through decreasing the DNA methylation levels of SREBP-2 and subsequently up-regulating the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation and further induces liver lipid synthesis and hepatic steatosis.
31470036	low-dose	decrease	the DNA methylation levels of SREBP-2	Our results suggest that low-dose BPA exposure could induce hepatic cholesterol synthesis through decreasing the DNA methylation levels of SREBP-2 and subsequently up-regulating the expression of genes related to cholesterol synthesis in the liver, which causes cholesterol accumulation and further induces liver lipid synthesis and hepatic steatosis.
