Paper,entity,type,char_start,char_end,context_sentence
/work/eval_papers/PMID_33900847.pdf,FAS,CHEMICAL,2622,2625,"In addition, we detected the expression of lipogenic enzymes, FAS and ACC1."
/work/eval_papers/PMID_33900847.pdf,SP600125,CHEMICAL,2744,2752,"Similar results were found in vitro, and SP600125 ameliorated the increased expression of FAS and ACC1."
/work/eval_papers/PMID_33900847.pdf,FAS,CHEMICAL,2793,2796,"Similar results were found in vitro, and SP600125 ameliorated the increased expression of FAS and ACC1."
/work/eval_papers/PMID_33900847.pdf,SP600125,CHEMICAL,2969,2977,"In addition, the mRNA levels of lipid metabolism-related genes were analyzed by RT-PCR and showed increased expression after HUA treatment, which was reversed by SP600125 pretreatment."
/work/eval_papers/PMID_33900847.pdf,SP600125,CHEMICAL,3043,3051,**Correlation:** positive **Correlation Snippet:** SP600125 but not SB203580 or PD98059 successfully abrogated the effect of HUA on liver TG content in HepG2 cells (Fig. 3A).
/work/eval_papers/PMID_33900847.pdf,SB203580,CHEMICAL,3060,3068,**Correlation:** positive **Correlation Snippet:** SP600125 but not SB203580 or PD98059 successfully abrogated the effect of HUA on liver TG content in HepG2 cells (Fig. 3A).
/work/eval_papers/PMID_33900847.pdf,PD98059,CHEMICAL,3072,3079,**Correlation:** positive **Correlation Snippet:** SP600125 but not SB203580 or PD98059 successfully abrogated the effect of HUA on liver TG content in HepG2 cells (Fig. 3A).
/work/eval_papers/PMID_33900847.pdf,SP600125,CHEMICAL,3208,3216,"Similar results were found in vitro, and SP600125 ameliorated the increased expression of FAS and ACC1 (Fig. 3, D and E)."
/work/eval_papers/PMID_33900847.pdf,FAS,CHEMICAL,3257,3260,"Similar results were found in vitro, and SP600125 ameliorated the increased expression of FAS and ACC1 (Fig. 3, D and E)."
/work/eval_papers/PMID_33900847.pdf,SP600125,CHEMICAL,3374,3382,"In addition, lipid accumulation was decreased in hepatocytes of KO mice treated with SP600125 as shown by oil red O staining (Fig. 3G) and hepatic TG measurement (Fig. 3H)."
/work/eval_papers/PMID_33900847.pdf,mouse,SPECIES,546,551,"In this study, we established a urate oxidase-knockout (Uox-KO) mouse model by clustered regularly interspaced short palindromic repeats (CRISPR)-Cas9 technology."
/work/eval_papers/PMID_33900847.pdf,human HepG2 hepatoma cells,SPECIES,693,719,"To study the correlation between HUA and NAFLD, human HepG2 hepatoma cells were treated in culture medium with high level of uric acid."
/work/eval_papers/PMID_33900847.pdf,mice,SPECIES,801,805,"In vivo, the Uox-KO mice spontaneously developed hyperuricemia and aberrant lipid-metabolism, concomitant with abnormal hepatic fat accumulation."
/work/eval_papers/PMID_33900847.pdf,mouse,SPECIES,1006,1011,"**Species:** mouse **Species Snippet:** To study this pathological process in a stable mouse model of high uric acid level, we established a Uox-KO mouse model by CRISPR-Cas9 technology."
/work/eval_papers/PMID_33900847.pdf,mouse,SPECIES,1080,1085,"**Species:** mouse **Species Snippet:** To study this pathological process in a stable mouse model of high uric acid level, we established a Uox-KO mouse model by CRISPR-Cas9 technology."
/work/eval_papers/PMID_33900847.pdf,mouse,SPECIES,1141,1146,"**Species:** mouse **Species Snippet:** To study this pathological process in a stable mouse model of high uric acid level, we established a Uox-KO mouse model by CRISPR-Cas9 technology."
/work/eval_papers/PMID_33900847.pdf,mice,SPECIES,1187,1191,The KO mice were verified by RT-PCR and Western blot.
/work/eval_papers/PMID_33900847.pdf,mice,SPECIES,1254,1258,"As compared with WT mice, KO mice showed greatly decreased uricase mRNA and protein levels, with 2.6-fold increase of SUA levels."
/work/eval_papers/PMID_33900847.pdf,mice,SPECIES,1263,1267,"As compared with WT mice, KO mice showed greatly decreased uricase mRNA and protein levels, with 2.6-fold increase of SUA levels."
/work/eval_papers/PMID_33900847.pdf,mice,SPECIES,1432,1436,"Biochemistry of lipid metabolism showed that at age 8–12 wk, Uox-KO mice showed a significant increase in liver TG, TC, and FFA content."
/work/eval_papers/PMID_33900847.pdf,mice,SPECIES,1517,1521,"In addition, KO mice showed elevated fasting blood glucose, serum TC, and high-density lipoproteins cholesterol (HDL-C), whereby decreased weight and serum TG."
/work/eval_papers/PMID_33900847.pdf,mouse,SPECIES,2013,2018,"To study this pathological process in a stable mouse model of high uric acid level, we established a Uox-KO mouse model by CRISPR-Cas9 technology."
/work/eval_papers/PMID_33900847.pdf,mouse,SPECIES,2074,2079,"To study this pathological process in a stable mouse model of high uric acid level, we established a Uox-KO mouse model by CRISPR-Cas9 technology."
/work/eval_papers/PMID_33900847.pdf,mice,SPECIES,2133,2137,"As compared with WT mice, KO mice showed greatly decreased uricase mRNA and protein levels, with 2.6-fold increase of SUA levels."
/work/eval_papers/PMID_33900847.pdf,mice,SPECIES,2142,2146,"As compared with WT mice, KO mice showed greatly decreased uricase mRNA and protein levels, with 2.6-fold increase of SUA levels."
/work/eval_papers/PMID_33900847.pdf,mice,SPECIES,2295,2299,"Biochemistry of lipid metabolism showed that Uox-KO mice had a significant increase in liver TG, TC, and FFA content."
/work/eval_papers/PMID_33900847.pdf,mouse livers,SPECIES,2689,2701,FAS and ACC1 had higher expression in Uox-KO than WT mouse livers.
/work/eval_papers/PMID_33900847.pdf,mice,SPECIES,3356,3360,"In addition, lipid accumulation was decreased in hepatocytes of KO mice treated with SP600125 as shown by oil red O staining (Fig. 3G) and hepatic TG measurement (Fig. 3H)."
/work/eval_papers/PMID_30452912.pdf,Doxorubicin,CHEMICAL,213,224,"The analysis results indicate a highly plausible biological relationship for the specified KER, with a biological plausibility score of 5.0. **Supporting Evidence from the Paper:** - **Stressor:** Pharmaceutical (Doxorubicin) - **Stressors Snippet:** Doxorubicin is an anti-neoplastic chemotherapeutic drug that, among its side effects, induces conditions similar to type 2 diabetes, including hyperglycemia and hyperlipidemia, potentially through down-regulating PPARγ and causing insulin resistance."
/work/eval_papers/PMID_30452912.pdf,Doxorubicin,CHEMICAL,251,262,"The analysis results indicate a highly plausible biological relationship for the specified KER, with a biological plausibility score of 5.0. **Supporting Evidence from the Paper:** - **Stressor:** Pharmaceutical (Doxorubicin) - **Stressors Snippet:** Doxorubicin is an anti-neoplastic chemotherapeutic drug that, among its side effects, induces conditions similar to type 2 diabetes, including hyperglycemia and hyperlipidemia, potentially through down-regulating PPARγ and causing insulin resistance."
/work/eval_papers/PMID_30452912.pdf,glucose,CHEMICAL,724,731,"- **Species:** Rat - **Species Snippet:** In vivo rat model studies showed gene expression changes in adipose tissue, with downregulation of GLUT1, GLUT4, PPARγ, and PPARα, associated with lipid accumulation and decreased glucose transport."
/work/eval_papers/PMID_30452912.pdf,glucose,CHEMICAL,954,961,"- **Test System:** In vivo rat model - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Gene expression analysis revealed dose-dependent downregulation of genes involved in glucose transport and lipid metabolism, consistent with decreased PPAR activity."
/work/eval_papers/PMID_30452912.pdf,Doxorubicin,CHEMICAL,1080,1091,"- **Correlation:** Negative, indicating that Doxorubicin decreases PPAR-related pathways, consistent with impaired lipolysis and nuclear receptor changes."
/work/eval_papers/PMID_30452912.pdf,PPAR-related,CHEMICAL,1102,1114,"- **Correlation:** Negative, indicating that Doxorubicin decreases PPAR-related pathways, consistent with impaired lipolysis and nuclear receptor changes."
/work/eval_papers/PMID_30452912.pdf,Doxorubicin,CHEMICAL,1260,1271,"This supports a biologically plausible link between the intervention (Doxorubicin) and nuclear receptor changes involving PPAR pathways, aligning with the KER description."
/work/eval_papers/PMID_30452912.pdf,rat,SPECIES,552,555,"- **Species:** Rat - **Species Snippet:** In vivo rat model studies showed gene expression changes in adipose tissue, with downregulation of GLUT1, GLUT4, PPARγ, and PPARα, associated with lipid accumulation and decreased glucose transport."
/work/eval_papers/PMID_30452912.pdf,rat,SPECIES,770,773,"- **Test System:** In vivo rat model - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Gene expression analysis revealed dose-dependent downregulation of genes involved in glucose transport and lipid metabolism, consistent with decreased PPAR activity."
/work/eval_papers/PMID_30138652.pdf,carbon nanotubes,CHEMICAL,357,373,"The analysis of the provided paper and the specified Key Event Relationship (KER) ""novel_lipophagy-steatosis"" yields the following information: - **Biological Plausibility Score:** 6.0 (on an unspecified scale, indicating moderate plausibility) - **Supporting Evidence from the Paper:** - **Stressor:** Nanoparticle (NP) exposure, specifically multi-walled carbon nanotubes (MWCNTs) - **Stressor Snippet:** MWCNTs are internalized by HepG2 cells, resulting in cytotoxicity, lysosomal destabilization, and increased reactive oxygen species (ROS) production."
/work/eval_papers/PMID_30138652.pdf,MWCNTs) - **Stressor,CHEMICAL,375,395,"The analysis of the provided paper and the specified Key Event Relationship (KER) ""novel_lipophagy-steatosis"" yields the following information: - **Biological Plausibility Score:** 6.0 (on an unspecified scale, indicating moderate plausibility) - **Supporting Evidence from the Paper:** - **Stressor:** Nanoparticle (NP) exposure, specifically multi-walled carbon nanotubes (MWCNTs) - **Stressor Snippet:** MWCNTs are internalized by HepG2 cells, resulting in cytotoxicity, lysosomal destabilization, and increased reactive oxygen species (ROS) production."
/work/eval_papers/PMID_30138652.pdf,MWCNTs,CHEMICAL,407,413,"The analysis of the provided paper and the specified Key Event Relationship (KER) ""novel_lipophagy-steatosis"" yields the following information: - **Biological Plausibility Score:** 6.0 (on an unspecified scale, indicating moderate plausibility) - **Supporting Evidence from the Paper:** - **Stressor:** Nanoparticle (NP) exposure, specifically multi-walled carbon nanotubes (MWCNTs) - **Stressor Snippet:** MWCNTs are internalized by HepG2 cells, resulting in cytotoxicity, lysosomal destabilization, and increased reactive oxygen species (ROS) production."
/work/eval_papers/PMID_30138652.pdf,MWCNT,CHEMICAL,1372,1377,"- **Correlation:** Positive - **Correlation Snippet:** Lipid accumulation increased dose-dependently with MWCNT exposure, with higher accumulation observed in certain conditions."
/work/eval_papers/PMID_30138652.pdf,Human,SPECIES,682,687,"- **Species:** Human - **Species Snippet:** The study investigated lipid accumulation and the role of lipophagy in vitro in HepG2 cells, a human hepatocyte model."
/work/eval_papers/PMID_30138652.pdf,human hepatocyte,SPECIES,806,822,"- **Species:** Human - **Species Snippet:** The study investigated lipid accumulation and the role of lipophagy in vitro in HepG2 cells, a human hepatocyte model."
/work/eval_papers/PMID_31473330.pdf,estradiol,CHEMICAL,270,279,"Supporting data from the paper (/work/eval_papers/PMID_31473330.pdf) show that estradiol (E2), a steroid hormone, influences hepatic lipid metabolism in hybrid tilapia."
/work/eval_papers/PMID_31473330.pdf,steroid,CHEMICAL,288,295,"Supporting data from the paper (/work/eval_papers/PMID_31473330.pdf) show that estradiol (E2), a steroid hormone, influences hepatic lipid metabolism in hybrid tilapia."
/work/eval_papers/PMID_29782848.pdf,Alcohol,CHEMICAL,198,205,"The analysis of the scientific paper (PMID 29782848) in relation to the key event relationship ""novel_lysosomal_biogenesis-liver_triglyceride_accumulation"" indicates the following: - **Stressors:** Alcohol (ethanol) consumption."
/work/eval_papers/PMID_29782848.pdf,ethanol,CHEMICAL,207,214,"The analysis of the scientific paper (PMID 29782848) in relation to the key event relationship ""novel_lysosomal_biogenesis-liver_triglyceride_accumulation"" indicates the following: - **Stressors:** Alcohol (ethanol) consumption."
/work/eval_papers/PMID_29782848.pdf,TFEB,CHEMICAL,339,343,"- **Species:** Mouse models, including liver-specific deletion and overexpression of transcription factor EB (TFEB). - **Test Systems:** In vivo mouse studies with advanced genetic and pharmacological interventions. - **Evidence Level:** Functional, transcriptional, translational. - **Findings:** - Alcohol intake impairs lysosomal biogenesis and autophagy, contributing to liver steatosis and injury."
/work/eval_papers/PMID_29782848.pdf,Alcohol,CHEMICAL,529,536,"- **Species:** Mouse models, including liver-specific deletion and overexpression of transcription factor EB (TFEB). - **Test Systems:** In vivo mouse studies with advanced genetic and pharmacological interventions. - **Evidence Level:** Functional, transcriptional, translational. - **Findings:** - Alcohol intake impairs lysosomal biogenesis and autophagy, contributing to liver steatosis and injury."
/work/eval_papers/PMID_29782848.pdf,TFEB,CHEMICAL,652,656,"- Overexpression of TFEB enhances lysosomal biogenesis and reduces triglyceride accumulation, liver injury, and steatosis."
/work/eval_papers/PMID_29782848.pdf,triglyceride,CHEMICAL,699,711,"- Overexpression of TFEB enhances lysosomal biogenesis and reduces triglyceride accumulation, liver injury, and steatosis."
/work/eval_papers/PMID_29782848.pdf,triglyceride,CHEMICAL,902,914,"- The evidence suggests a **negative correlation** between lysosomal biogenesis and triglyceride accumulation, meaning increased lysosomal biogenesis (via TFEB) leads to decreased triglyceride accumulation and liver injury."
/work/eval_papers/PMID_29782848.pdf,triglyceride,CHEMICAL,998,1010,"- The evidence suggests a **negative correlation** between lysosomal biogenesis and triglyceride accumulation, meaning increased lysosomal biogenesis (via TFEB) leads to decreased triglyceride accumulation and liver injury."
/work/eval_papers/PMID_29782848.pdf,Mouse,SPECIES,244,249,"- **Species:** Mouse models, including liver-specific deletion and overexpression of transcription factor EB (TFEB). - **Test Systems:** In vivo mouse studies with advanced genetic and pharmacological interventions. - **Evidence Level:** Functional, transcriptional, translational. - **Findings:** - Alcohol intake impairs lysosomal biogenesis and autophagy, contributing to liver steatosis and injury."
/work/eval_papers/PMID_29782848.pdf,mouse,SPECIES,374,379,"- **Species:** Mouse models, including liver-specific deletion and overexpression of transcription factor EB (TFEB). - **Test Systems:** In vivo mouse studies with advanced genetic and pharmacological interventions. - **Evidence Level:** Functional, transcriptional, translational. - **Findings:** - Alcohol intake impairs lysosomal biogenesis and autophagy, contributing to liver steatosis and injury."
/work/eval_papers/PMID_29782848.pdf,Alcohol,CHEMICAL,244,251,"The analysis of the scientific paper (/work/eval_papers/PMID_29782848.pdf) in relation to the KER ""novel_lysosomal_biogenesis-novel_autophagy"" yields the following summarized data: **Paper: /work/eval_papers/PMID_29782848.pdf** - **Stressor:** Alcohol - **Stressor Snippet:** Defects in lysosome function and autophagy contribute to alcoholic liver disease; the study investigates how alcohol affects lysosomal biogenesis and autophagy regulation via TFEB, including interventions with mTOR inhibition."
/work/eval_papers/PMID_29782848.pdf,alcohol,CHEMICAL,385,392,"The analysis of the scientific paper (/work/eval_papers/PMID_29782848.pdf) in relation to the KER ""novel_lysosomal_biogenesis-novel_autophagy"" yields the following summarized data: **Paper: /work/eval_papers/PMID_29782848.pdf** - **Stressor:** Alcohol - **Stressor Snippet:** Defects in lysosome function and autophagy contribute to alcoholic liver disease; the study investigates how alcohol affects lysosomal biogenesis and autophagy regulation via TFEB, including interventions with mTOR inhibition."
/work/eval_papers/PMID_29782848.pdf,alcohol,CHEMICAL,953,960,"- **Test System:** In vivo - **Test System Snippet:** Alcohol-fed mouse models with genetic modifications affecting lysosomal biogenesis and autophagy; lysosome numbers and TFEB levels were measured, showing alcohol reduces lysosomal content and TFEB activity."
/work/eval_papers/PMID_29782848.pdf,Alcohol,CHEMICAL,1095,1102,"- **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Alcohol decreased TFEB protein levels and its target gene expression, leading to reduced lysosome biogenesis and autophagy in liver tissues."
/work/eval_papers/PMID_29782848.pdf,TFEB,CHEMICAL,1113,1117,"- **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** Alcohol decreased TFEB protein levels and its target gene expression, leading to reduced lysosome biogenesis and autophagy in liver tissues."
/work/eval_papers/PMID_29782848.pdf,Alcohol,CHEMICAL,1291,1298,"- **Correlation:** Positive - **Correlation Snippet:** Alcohol causes a reduction in lysosome number and impairs autophagic flux, indicating a positive correlation between alcohol stress and lysosomal/autophagic dysfunction."
/work/eval_papers/PMID_29782848.pdf,alcohol stress,CHEMICAL,1408,1422,"- **Correlation:** Positive - **Correlation Snippet:** Alcohol causes a reduction in lysosome number and impairs autophagic flux, indicating a positive correlation between alcohol stress and lysosomal/autophagic dysfunction."
/work/eval_papers/PMID_29782848.pdf,alcohol,CHEMICAL,1657,1664,"**Summary of the biological plausibility score:** 7.0 (on a specified scale) Additionally, a second, reversed correlation was found, with a score of 5.0, indicating a negative correlation between alcohol effects and lysosomal biogenesis/autophagy pathways, supporting the biological relationship."
/work/eval_papers/PMID_29782848.pdf,Mouse,SPECIES,518,523,"- **Species:** Mouse - **Species Snippet:** Studies used various genetically modified and control mice, with alcohol-fed diets to induce liver damage, analyzing liver tissues through immunohistochemistry, immunoblots, PCR, and other methods."
/work/eval_papers/PMID_29782848.pdf,mice,SPECIES,601,605,"- **Species:** Mouse - **Species Snippet:** Studies used various genetically modified and control mice, with alcohol-fed diets to induce liver damage, analyzing liver tissues through immunohistochemistry, immunoblots, PCR, and other methods."
/work/eval_papers/PMID_29782848.pdf,mouse,SPECIES,811,816,"- **Test System:** In vivo - **Test System Snippet:** Alcohol-fed mouse models with genetic modifications affecting lysosomal biogenesis and autophagy; lysosome numbers and TFEB levels were measured, showing alcohol reduces lysosomal content and TFEB activity."
/work/eval_papers/PMID_32585865.pdf,alcohol,CHEMICAL,514,521,"The analysis of the paper (/work/eval_papers/PMID_32585865.pdf) in relation to the KER ""novel_methionine_cycle_disruption-de_novo_lipogenesis_fa_synthesis"" yielded the following: **Final Biological Plausibility Score:** 6.0 **Supporting Evidence Extracted:** **Paper: /work/eval_papers/PMID_32585865.pdf** - **Stressor:** pharmaceutical / other - **Stressor Snippet:** Based on these findings, we hypothesized that increases in intracellular SAH alone would result in lipid accumulation similar to that seen after alcohol exposure."
/work/eval_papers/PMID_32585865.pdf,3-deazaadenosine,CHEMICAL,589,605,"To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,607,610,"To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,S-adenosylhomocysteine,CHEMICAL,693,715,Such exposure causes intracellular SAH accumulation by blocking the activity of S-adenosylhomocysteine hydrolase [17].
/work/eval_papers/PMID_32585865.pdf,3-deazaadenosine,CHEMICAL,844,860,"- **Test System:** in vitro - **Test System Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,862,865,"- **Test System:** in vitro - **Test System Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,S-adenosylhomocysteine,CHEMICAL,948,970,Such exposure causes intracellular SAH accumulation by blocking the activity of S-adenosylhomocysteine hydrolase [17].
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1265,1268,"We observed a dose-dependent increase in LD accumulation in hepatocytes treated with DZA, as visualized by BODIPY 493/503 staining."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1448,1451,Biochemical determination of the cellular TG content supported the morphological changes in LDs and revealed a dose-dependent rise with DZA treatments.
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1549,1552,"Western blot analysis also showed an increase in PLIN2, PLIN3 and PLIN5 levels after DZA treatments."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1644,1647,"Messenger RNA quantification revealed higher PLIN2 and PLIN5 mRNA levels after DZA treatment, which corroborated the immunofluorescence and immunoblot results."
/work/eval_papers/PMID_32585865.pdf,methionine,CHEMICAL,1890,1900,"The evidence indicates that disruption of the methionine cycle (via increased intracellular SAH) induces lipid accumulation through enhanced lipogenesis gene expression and lipid droplet formation in hepatocytes, supporting the biological plausibility of this KER."
/work/eval_papers/PMID_32585865.pdf,3-deazaadenosine,CHEMICAL,374,390,"The analysis of the provided paper and the specified KER ""novel_methionine_cycle_disruption-fa_uptake"" yields the following insights: **Final Biological Plausibility Score:** 6.0 **Supporting Extracted Data from the paper:** **Paper: /work/eval_papers/PMID_32585865.pdf** 1. **Stressor:** other **Stressor Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,392,395,"The analysis of the provided paper and the specified KER ""novel_methionine_cycle_disruption-fa_uptake"" yields the following insights: **Final Biological Plausibility Score:** 6.0 **Supporting Extracted Data from the paper:** **Paper: /work/eval_papers/PMID_32585865.pdf** 1. **Stressor:** other **Stressor Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,S-adenosylhomocysteine,CHEMICAL,478,500,Such exposure causes intracellular SAH accumulation by blocking the activity of S-adenosylhomocysteine hydrolase [17].
/work/eval_papers/PMID_32585865.pdf,3-deazaadenosine,CHEMICAL,685,701,"3. **Test System:** in vitro **Test System Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,703,706,"3. **Test System:** in vitro **Test System Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,880,883,"4. **Evidence Level:** functional;transcriptional;translational **Evidence Snippet:** We observed a dose-dependent increase in LD accumulation in hepatocytes treated with DZA, as visualized by BODIPY 493/503 staining (Figure 1A)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1075,1078,Biochemical determination of the cellular TG content supported the morphological changes in LDs and revealed a dose-dependent rise with DZA treatments (Figure 1E).
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1188,1191,"Western blot analysis also showed an increase in PLIN2, PLIN3 and PLIN5 levels after DZA treatments (Figure 2C–F)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1474,1477,"5. **Correlation:** positive **Correlation Snippet:** We observed a dose-dependent increase in LD accumulation in hepatocytes treated with DZA, as visualized by BODIPY 493/503 staining."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1773,1776,"Biochemical determination of the cellular TG content supported the morphological changes in LDs, revealing a dose-dependent rise with DZA treatments."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1899,1902,"**Summary:** The evidence indicates a positive correlation between intracellular SAH accumulation (induced by DZA) and lipid droplet accumulation in hepatocytes in vitro, providing supportive data for the biological plausibility of the KER involving disruption of the methionine cycle leading to fatty acid uptake or accumulation."
/work/eval_papers/PMID_32585865.pdf,methionine,CHEMICAL,2057,2067,"**Summary:** The evidence indicates a positive correlation between intracellular SAH accumulation (induced by DZA) and lipid droplet accumulation in hepatocytes in vitro, providing supportive data for the biological plausibility of the KER involving disruption of the methionine cycle leading to fatty acid uptake or accumulation."
/work/eval_papers/PMID_32585865.pdf,fatty acid,CHEMICAL,2085,2095,"**Summary:** The evidence indicates a positive correlation between intracellular SAH accumulation (induced by DZA) and lipid droplet accumulation in hepatocytes in vitro, providing supportive data for the biological plausibility of the KER involving disruption of the methionine cycle leading to fatty acid uptake or accumulation."
/work/eval_papers/PMID_32585865.pdf,SAH,CHEMICAL,351,354,### Summary: - **Biological Plausibility Score:** 6.0 - **Supporting Evidence Extracted:** **Paper: /work/eval_papers/PMID_32585865.pdf** - **Stressor:** Other (Increased intracellular SAH via DZA exposure) - **Stressor Snippet:** Based on these findings
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,359,362,### Summary: - **Biological Plausibility Score:** 6.0 - **Supporting Evidence Extracted:** **Paper: /work/eval_papers/PMID_32585865.pdf** - **Stressor:** Other (Increased intracellular SAH via DZA exposure) - **Stressor Snippet:** Based on these findings
/work/eval_papers/PMID_32585865.pdf,alcohol,CHEMICAL,542,549,", we hypothesized that increases in intracellular SAH alone would result in lipid accumulation similar to that seen after alcohol exposure."
/work/eval_papers/PMID_32585865.pdf,3-deazaadenosine,CHEMICAL,617,633,"To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,635,638,"To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,S-adenosylhomocysteine,CHEMICAL,721,743,Such exposure causes intracellular SAH accumulation by blocking the activity of S-adenosylhomocysteine hydrolase [17].
/work/eval_papers/PMID_32585865.pdf,3-deazaadenosine,CHEMICAL,872,888,"- **Test System:** In vitro - **Test System Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,890,893,"- **Test System:** In vitro - **Test System Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,S-adenosylhomocysteine,CHEMICAL,976,998,Such exposure causes intracellular SAH accumulation by blocking the activity of S-adenosylhomocysteine hydrolase [17].
/work/eval_papers/PMID_32585865.pdf,BODIPY,CHEMICAL,1285,1291,"We then determined whether increased intracellular SAH altered LD morphology, number and characteristics. - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** - Dose-dependent increase in lipid droplet (LD) accumulation visualized by BODIPY staining."
/work/eval_papers/PMID_32585865.pdf,triglyceride,CHEMICAL,1323,1335,- Increased cellular triglyceride (TG) content confirmed biochemical changes.
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1549,1552,"- **Correlation:** Positive (Size and number of LDs increased with DZA treatment) **Additional notes:** - The evidence demonstrates a consistent increase in lipid accumulation and related molecular markers upon attempting to disrupt the methionine cycle via SAH accumulation, providing biological plausibility for the KER."
/work/eval_papers/PMID_32585865.pdf,methionine,CHEMICAL,1719,1729,"- **Correlation:** Positive (Size and number of LDs increased with DZA treatment) **Additional notes:** - The evidence demonstrates a consistent increase in lipid accumulation and related molecular markers upon attempting to disrupt the methionine cycle via SAH accumulation, providing biological plausibility for the KER."
/work/eval_papers/PMID_32585865.pdf,alcohol,CHEMICAL,533,540,"Supporting extracted data: **Paper: (/work/eval_papers/PMID_32585865.pdf)** - **Stressor:** Other (initial hypothesis linked to increased intracellular SAH) - **Stressor Snippet:** Based on these findings, we hypothesized that increases in intracellular SAH alone would result in lipid accumulation similar to that seen after alcohol exposure."
/work/eval_papers/PMID_32585865.pdf,3-deazaadenosine,CHEMICAL,608,624,"To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,626,629,"To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,S-adenosylhomocysteine,CHEMICAL,712,734,"Such exposure causes intracellular SAH accumulation by blocking the activity of S-adenosylhomocysteine hydrolase [17]. - **Species:** Not specified - **Species Snippet:** Not applicable - **Test System:** In vitro - **Test System Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,3-deazaadenosine,CHEMICAL,930,946,"Such exposure causes intracellular SAH accumulation by blocking the activity of S-adenosylhomocysteine hydrolase [17]. - **Species:** Not specified - **Species Snippet:** Not applicable - **Test System:** In vitro - **Test System Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,948,951,"Such exposure causes intracellular SAH accumulation by blocking the activity of S-adenosylhomocysteine hydrolase [17]. - **Species:** Not specified - **Species Snippet:** Not applicable - **Test System:** In vitro - **Test System Snippet:** To test this, we exposed cultured primary hepatocytes to 3-deazaadenosine (DZA)."
/work/eval_papers/PMID_32585865.pdf,DZA,CHEMICAL,1250,1253,"We then determined whether increased intracellular SAH altered LD morphology, number and characteristics. - **Evidence Level:** Functional; Transcriptional; Translational - **Evidence Snippet:** We observed a dose-dependent increase in lipid droplet (LD) accumulation in hepatocytes treated with DZA, as visualized by BODIPY 493/503 staining."
/work/eval_papers/PMID_32585865.pdf,triglyceride,CHEMICAL,1335,1347,Biochemical determination of cellular triglyceride (TG) content supported the morphological changes and revealed a dose-dependent rise.
